id_linea,id_orden,fecha_orden,pais,canal,segmento_cliente,rating_cliente,categoria,subcategoria,marca,proveedor,vendedor,metodo_pago,promocion,prioridad_envio,cantidad,precio_unitario,descuento_pct,costo_unitario,tipo_cambio_gtq,venta_neta_gtq,margen_gtq,dias_entrega,entrega_tardia,stock_disponible,dias_reposicion_proveedor,devuelto
ORD-2024-000226-02,ORD-2024-000226,2024-06-30,El Salvador,distribuidor,Corporativo,1.0,Deportes,Natación,Speedo,SportMax,José Pérez,Crédito 60 días,Sin promo,Programado,2.0,49.31,0.03,29.43,7.8656,752.4343,241.7996,2.0,0,111,21,0
ORD-2025-000227-01,ORD-2025-000227,2025-06-13,Costa Rica,Marketplace,Minorista,5.0,Alimentos,Despensa,Borges,AgroExport,Sofía Herrera,Crédito 30 días,Descuento volumen,Normal,1.0,6283.49,0.15,3593.88,0.0151,80.6486,-6.8494,10.0,0,116,5,0
ORD-2025-000227-02,ORD-2025-000227,2025-06-13,Costa Rica,Marketplace,Minorista,5.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,Sofía Herrera,Crédito 30 días,Descuento volumen,Normal,2.0,4834.25,0.05,3016.23,0.0151,138.6946,-10.2438,10.0,0,208,21,0
ORD-2025-000227-03,ORD-2025-000227,2025-06-13,Costa Rica,Marketplace,Minorista,5.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Sofía Herrera,Crédito 30 días,Descuento volumen,Normal,3.0,85142.67,0.2,57227.22,0.0151,3085.5704,476.4278,10.0,0,101,7,0
ORD-2025-000227-04,ORD-2025-000227,2025-06-13,Costa Rica,Marketplace,Minorista,5.0,Belleza,Cuidado capilar,Dove,BeautyCorp,Sofía Herrera,Crédito 30 días,Descuento volumen,Normal,5.0,4065.3,0.08,2506.01,0.0151,282.3757,45.0279,10.0,0,160,3,0
ORD-2024-000228-01,ORD-2024-000228,2024-06-23,Honduras,Empresa,Minorista,5.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,,Efectivo,Sin promo,Programado,24.0,255.02,0.08,151.84,0.3153,1775.4044,528.3487,3.0,1,125,30,0
ORD-2025-000229-01,ORD-2025-000229,2024-12-09,Costa Rica,RETAIL,Corporativo,,Tecnología,Accesorios,Logitech,GlobalTech,Sofía Herrera,PayPal,Cyberweek,Normal,3.0,35514.53,0.05,21659.84,0.0152,1538.4894,522.0455,9.0,1,219,3,0
ORD-2024-000230-01,ORD-2024-000230,2025-01-10,Honduras, retail,Minorista,3.0,Oficina,Archivo,MetalWorks,Distribuciones Norte,Diego Castillo,PayPal,Sin promo,Normal,1.0,3076.1,0.2,2012.72,0.3176,781.5755,107.352,0.0,0,83,14,0
ORD-2025-000231-01,ORD-2025-000231,2025-10-30,Guatemala,distribuidor,Premium,1.0,Tecnología,Accesorios,Logitech,GlobalTech,José Pérez,Efectivo,Sin promo,Normal,40.0,551.37,0.04,328.27,1.0145,21479.6108,8087.3992,4.0,1,58,30,0
ORD-2024-000232-01,ORD-2024-000232,2025-03-02,Guatemala,market place,Mayorista,2.0,Deportes,Calzado,Nike,SportMax,José Pérez,Transferencia,Bundle,Normal,30.0,905.88,0.28,611.72,1.0143,19846.8162,1028.0519,4.0,0,137,7,1
ORD-2024-000232-02,ORD-2024-000232,2025-03-02,Guatemala,market place,Mayorista,2.0,Tecnología,Laptops,Lenovo,TecnoMundo,José Pérez,Transferencia,Bundle,Normal,55.0,5951.51,0.15,4466.59,1.0143,282211.8257,32775.1799,4.0,0,124,5,1
ORD-2025-000233-01,ORD-2025-000233,2024-10-27,Guatemala,Ecommerce,Corporativo,,Deportes,Calzado,Nike,SportMax,Ana López,Transferencia,Cyberweek,Normal,2.0,939.17,0.06,612.69,1.0112,1785.4148,524.6506,-1.0,0,188,7,0
ORD-2025-000233-02,ORD-2025-000233,2024-10-27,Guatemala,Ecommerce,Corporativo,,Hogar,Cocina,Tramontina,Distribuciones Norte,Ana López,Transferencia,Cyberweek,Normal,14.0,426.18,0.13,630.24,1.0112,5249.0102,-3815.1945,5.0,0,192,21,0
ORD-2024-000234-01,ORD-2024-000234,2025-12-03,Guatemala,Tienda física,Minorista,3.0,Deportes,CICLISMO,Giant,Importadora Sur,,PayPal,Sin promo,Express,1.0,4322.7,0.0,3115.61,0.9963,4306.706,1125.271,,0,180,5,0
ORD-2025-000235-01,ORD-2025-000235,2024-03-20,Honduras, wholesale ,Minorista,2.0,Oficina,Mobiliario,ErgoPro,OficinaTotal,Carlos Méndez,PayPal,Lanzamiento,Normal,12.0,5294.98,0.13,3381.52,0.3137,17341.2078,4558.855,-1.0,0,127,5,0
ORD-2024-000236-01,ORD-2024-000236,2024-06-13,Guatemala, wholesale ,Corporativo,,Belleza,Fragancias,Armani,Importadora Sur,Valeria Ramos,Crédito 60 días,Cyberweek,Normal,20.0,880.65,0.09,601.48,1.0001,16029.4328,3865.4265,0.0,0,105,10,0
ORD-2024-000236-02,ORD-2024-000236,2024-06-13,Guatemala, wholesale ,Corporativo,,Tecnología,Monitores,Dell,TecnoMundo,Valeria Ramos,Crédito 60 días,Cyberweek,Normal,15.0,1489.76,0.23,997.31,1.0001,17208.4487,2096.1476,0.0,0,188,3,0
ORD-2025-000237-01,ORD-2025-000237,2025-12-07,Guatemala,Retail,Gobierno,2.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,,Crédito 60 días,Liquidación,Normal,22.0,1257.57,0.22,869.57,0.9975,21525.9514,2277.0643,2.0,0,111,10,0
ORD-2024-000238-01,ORD-2024-000238,2025-11-08,Guatemala,Online,Minorista,1.0,Belleza,Fragancias,Armani,Importadora Sur,,Transferencia,Sin promo,Normal,2.0,867.1,0.0,608.21,1.0017,1737.1481,432.0833,3.0,0,86,14,0
ORD-2024-000238-02,ORD-2024-000238,2025-11-08,Guatemala,Online,Minorista,1.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,,Transferencia,Sin promo,Normal,4.0,72.9,0.15,45.58,1.0017,248.2814,-50.9565,3.0,0,85,21,0
ORD-2024-000238-03,ORD-2024-000238,2025-11-08,Guatemala,Online,Minorista,1.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,,Transferencia,Sin promo,Normal,5.0,75.79,0.05,47.13,1.0017,360.6145,56.889,3.0,0,212,7,0
ORD-2024-000238-04,ORD-2024-000238,2025-11-08,Guatemala,Online,Minorista,1.0,Deportes,FITNESS,FitPro,SportMax,,Transferencia,Sin promo,Normal,4.0,1323.63,0.0,837.97,1.0017,5303.5207,1828.0925,3.0,0,166,3,0
ORD-2024-000238-05,ORD-2024-000238,2025-11-08,GUATEMALA,Online,Minorista,1.0,Belleza, Skincare ,Banana Boat,BeautyCorp,,Transferencia,Sin promo,Normal,4.0,151.7,0.2,94.8,1.0017,486.2652,42.8127,3.0,0,52,30,0
ORD-2025-000239-01,ORD-2025-000239,2025-03-19,Honduras,Empresa,Corporativo,5.0,Oficina,Papelería,OfficeLab,Distribuciones Norte,José Pérez,Crédito 30 días,Bundle,Express,5.0,518.07,0.18,309.72,0.3174,674.1852,159.5084,8.0,1,14,5,0
ORD-2024-000240-01,ORD-2024-000240,2025-04-26,Guatemala,Empresa,Corporativo,2.0,Belleza,Skincare,Nivea,BeautyCorp,Ana López,Efectivo,Sin promo,Normal,8.0,115.02,0.05,71.87,0.9998,873.9772,144.823,5.0,0,36,30,0
ORD-2024-000240-02,ORD-2024-000240,2025-04-26,Guatemala,Empresa,Corporativo,2.0,Belleza,Cuidado capilar,Dove,BeautyCorp,Ana López,Efectivo,Sin promo,Normal,6.0,62.49,0.1,37.79,0.9998,337.3785,-23.6093,5.0,0,38,5,0
ORD-2025-000241-01,ORD-2025-000241,2024-11-10,Honduras,B2B,Minorista,2.0,Hogar,Electrodomésticos,Ninja,CasaPlus,Valeria Ramos,Crédito 60 días,Bundle,Same day,18.0,2640.39,0.23,1759.18,0.3192,11681.3811,1507.162,10.0,1,91,7,0
ORD-2024-000242-01,ORD-2024-000242,2024-08-06,Guatemala,Corporativo,Mayorista,2.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Diego Castillo,Crédito 30 días,Descuento volumen,Normal,6.0,2783.71,0.08,2024.0,0.9905,15220.1014,3141.4492,17.0,1,91,5,0
ORD-2025-000243-01,ORD-2025-000243,2024-06-09,Costa Rica,tienda fisica,Minorista,4.0,Hogar,Electrodomésticos,Ninja,CasaPlus,Carlos Méndez,Crédito 30 días,Bundle,Express,4.0,57786.28,0.13,36961.14,0.0151,3036.5534,747.2569,5.0,0,107,5,0
ORD-2024-000244-01,ORD-2024-000244,2024-01-20,Honduras,online ,Mayorista,4.0,Deportes,Wearables,Garmin,SportMax,Carlos Méndez,Efectivo,Sin promo,Express,8.0,9813.97,0.05,6719.42,0.3195,23830.282,6594.7139,5.0,0,131,7,0
ORD-2024-000244-02,ORD-2024-000244,2024-01-20,Honduras,online ,Mayorista,4.0,Deportes,Natación,Speedo,SportMax,Carlos Méndez,Efectivo,Sin promo,Express,24.0,1182.59,0.21,712.36,0.3195,7163.7991,1589.1439,5.0,0,170,21,0
ORD-2025-000245-01,ORD-2025-000245,2024-02-20,Guatemala,Distribuidor,Mayorista,3.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,Luis Torres,Transferencia,2x1,Express,6.0,77.21,0.08,44.85,0.9899,421.8946,93.0696,3.0,1,218,21,0
ORD-2025-000245-02,ORD-2025-000245,2024-02-20,Guatemala,Distribuidor,Mayorista,3.0,Alimentos,Bebidas,Monster,AgroExport,Luis Torres,Transferencia,2x1,Express,48.0,207.68,0.09,125.76,0.9899,8979.8406,2860.1204,3.0,1,199,14,0
ORD-2025-000245-03,ORD-2025-000245,2024-02-20,Guatemala,Distribuidor,Mayorista,3.0,Deportes,Natación,Speedo,SportMax,Luis Torres,Transferencia,2x1,Express,21.0,387.64,0.11,227.6,0.9899,7171.8172,2253.7861,3.0,1,114,7,0
ORD-2025-000245-04,ORD-2025-000245,2024-02-20,Guatemala,Distribuidor,Mayorista,3.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Luis Torres,Transferencia,2x1,Express,80.0,2795.11,0.09,1968.64,0.9899,201428.8195,45338.0417,3.0,1,29,14,0
ORD-2024-000246-01,ORD-2024-000246,2025-10-21,Costa Rica,Corporativo,Corporativo,3.0,Alimentos,Despensa,Borges,AgroExport,José Pérez,Crédito 60 días,Sin promo,Normal,9.0,6279.63,0.0,3593.07,0.0151,853.4017,227.82,1.0,0,207,21,0
ORD-2025-000247-01,ORD-2025-000247,2024-12-05,Guatemala,Mayorista,Corporativo,4.0,Alimentos,Despensa,Borges,AgroExport,Ana López,Crédito 60 días,Descuento volumen,Express,2.0,92.62,0.23,55.99,1.0036,143.1483,-4.6519,4.0,0,12,30,0
ORD-2025-000247-02,ORD-2025-000247,2024-12-05,Guatemala,Mayorista,Corporativo,4.0,Oficina,Archivo,MetalWorks,Distribuciones Norte,Ana López,Crédito 60 días,Descuento volumen,Express,15.0,990.24,0.18,639.65,1.0036,12223.7998,2553.3611,4.0,0,196,7,0
ORD-2025-000247-03,ORD-2025-000247,2024-12-05,Guatemala,Mayorista,Corporativo,4.0,Alimentos,Snacks,Lindt,Importadora Sur,Ana López,Crédito 60 días,Descuento volumen,Express,6.0,142.77,0.18,88.78,1.0036,704.9571,111.8496,4.0,0,65,14,0
ORD-2024-000248-01,ORD-2024-000248,2024-08-02,Guatemala,online ,Premium,4.0,Deportes,Calzado,Nike,SportMax,Sofía Herrera,Tarjeta,Descuento volumen,Normal,3.0,945.53,0.23,609.87,0.9903,2162.9878,274.3471,4.0,1,179,30,0
ORD-2025-000249-01,ORD-2025-000249,2025-11-13,Honduras,Ecommerce,Minorista,5.0,Alimentos,Despensa,Borges,AgroExport,Luis Torres,Crédito 60 días,Cyberweek,Same day,1.0,302.68,0.2,178.33,0.3114,75.4036,-14.4882,2.0,0,88,7,0
ORD-2024-000250-01,ORD-2024-000250,2024-08-20,Honduras,b2b ,Mayorista,4.0,Tecnología,Accesorios,Redragon,GlobalTech,Sofía Herrera,PayPal,Sin promo,Normal,12.0,1446.84,0.2,896.01,0.3185,4423.858,845.8863,12.0,1,171,7,0
ORD-2025-000251-01,ORD-2025-000251,2025-12-03,El Salvador,E-commerce,Corporativo,,Hogar,Electrodomésticos,Oster,CasaPlus,Ana López,Transferencia,Descuento volumen,Normal,4.0,89.7,0.2,56.57,7.7299,2218.7905,369.953,6.0,1,159,14,0
ORD-2025-000251-02,ORD-2025-000251,2025-12-03,El Salvador,E-commerce,Minorista,,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Ana López,Transferencia,Descuento volumen,Normal,3.0,158.48,0.08,111.68,7.7299,3381.0954,745.8952,6.0,1,186,3,0
ORD-2024-000252-01,ORD-2024-000252,2025-12-13,Costa Rica,Web,Minorista,3.0,Alimentos,Despensa,Borges,AgroExport,Carlos Méndez,Crédito 60 días,Sin promo,Normal,1.0,6233.69,0.05,3819.97,0.0148,87.6457,-18.6738,19.0,1,179,10,0
ORD-2025-000253-01,ORD-2025-000253,2025-07-29,Guatemala,Tienda física,Mayorista,4.0,oficina,Herramientas,OfficeLab,OficinaTotal,,Crédito 60 días,Bundle,Same day,6.0,524.9,0.05,303.39,1.011,3024.8412,1092.0215,17.0,1,213,10,0
ORD-2025-000253-02,ORD-2025-000253,2025-07-29,Guatemala,Tienda física,Mayorista,4.0,Belleza,Cuidado capilar,Dove,BeautyCorp,,Crédito 60 días,Bundle,Same day,12.0,61.04,0.15,37.18,1.011,629.4567,119.0938,17.0,1,43,21,0
ORD-2025-000253-03,ORD-2025-000253,2025-07-29,Guatemala,Tienda física,Mayorista,4.0,Deportes,FITNESS,FitPro,SportMax,,Crédito 60 días,Bundle,Same day,20.0,1298.31,0.17,855.33,1.011,21789.0174,4388.0393,17.0,1,207,3,0
ORD-2025-000253-04,ORD-2025-000253,2025-07-29,Guatemala,Tienda física,Mayorista,4.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,,Crédito 60 días,Bundle,Same day,28.0,73.96,0.09,43.37,1.011,1905.2303,480.246,17.0,1,79,21,0
ORD-2024-000254-01,ORD-2024-000254,2024-10-04,Guatemala,Corporativo,Corporativo,,Oficina,Archivo,MetalWorks,Distribuciones Norte,Diego Castillo,Crédito 60 días,Sin promo,Programado,4.0,981.81,0.15,651.55,0.9941,3318.4589,648.018,8.0,1,121,14,0
ORD-2024-000254-02,ORD-2024-000254,2024-10-04,Guatemala,Corporativo,Corporativo,,Tecnología,Laptops,Lenovo,TecnoMundo,Diego Castillo,Crédito 60 días,Sin promo,Programado,80.0,6137.19,0.04,4459.82,0.9941,468555.3085,113708.52,8.0,1,44,10,0
ORD-2025-000255-01,ORD-2025-000255,2024-03-03,Guatemala,Retail,Corporativo,4.0,Deportes,Natación,Speedo,SportMax,Carlos Méndez,Crédito 30 días,Sin promo,Programado,28.0,378.52,0.16,234.38,0.997,8876.082,2178.5351,7.0,0,240,3,0
ORD-2025-000255-02,ORD-2025-000255,2024-03-03,Guatemala,Retail,Corporativo,4.0,Belleza,Fragancias,Armani,Importadora Sur,Carlos Méndez,Crédito 30 días,Sin promo,Programado,3.0,875.9,0.12,610.04,0.997,2305.4389,365.905,7.0,0,89,10,0
ORD-2024-000256-01,ORD-2024-000256,2024-02-29,Honduras,tienda fisica,Gobierno,4.0,Hogar,Electrodomésticos,Oster,CasaPlus,José Pérez,Efectivo,Sin promo,Normal,12.0,2229.59,0.12,1444.85,0.3137,7385.9004,1915.8319,2.0,0,198,3,0
ORD-2025-000257-01,ORD-2025-000257,2024-01-11,Honduras,RETAIL,Minorista,3.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,Diego Castillo,PayPal,Sin promo,Normal,4.0,256.46,0.0,147.85,0.3113,319.344,113.6152,14.0,0,5,3,0
ORD-2024-000258-01,ORD-2024-000258,2024-11-09,Honduras,Mayorista,Mayorista,1.0,Oficina,Archivo,MetalWorks,Distribuciones Norte,Sofía Herrera,Transferencia,Lanzamiento,Normal,12.0,3033.39,0.15,1990.48,0.319,9870.0444,2140.7159,7.0,1,161,10,0
ORD-2025-000259-01,ORD-2025-000259,2025-09-02,El Salvador,Online,Corporativo,1.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,,PayPal,Sin promo,Normal,24.0,359.71,0.21,245.5,7.934,54110.6861,7172.428,11.0,0,1,10,0
ORD-2025-000259-02,ORD-2025-000259,2025-09-02,El Salvador,Online,Corporativo,1.0,Hogar,Electrodomésticos,Ninja,CasaPlus,,PayPal,Sin promo,Normal,6.0,107.26,0.0,70.08,7.934,5106.005,1669.7896,11.0,0,38,30,0
ORD-2025-000259-03,ORD-2025-000259,2025-09-02,El Salvador,Online,Corporativo,1.0,Alimentos,Snacks,Lindt,Importadora Sur,,PayPal,Sin promo,Normal,10.0,18.89,0.0,10.78,7.934,1498.7326,543.7964,11.0,0,207,3,0
ORD-2025-000259-04,ORD-2025-000259,2025-09-02,El Salvador,Online,Corporativo,1.0,Belleza,Skincare,Nivea,BeautyCorp,,PayPal,Sin promo,Normal,20.0,15.27,0.16,9.18,7.934,2035.3566,541.4638,11.0,0,116,5,0
ORD-2024-000260-01,ORD-2024-000260,2024-03-13,Honduras,RETAIL,Mayorista,,Hogar,Cocina,Tramontina,Distribuciones Norte,María García,Efectivo,Liquidación,Express,3.0,1321.3,0.17,800.53,0.3184,1047.5478,224.5379,-4.0,0,217,10,0
ORD-2024-000260-02,ORD-2024-000260,2024-03-13,Honduras,RETAIL,Mayorista,,Deportes,FITNESS,FitPro,SportMax,María García,Efectivo,Liquidación,Express,25.0,4163.6,0.21,2707.61,0.3184,26182.3822,4513.3296,14.0,1,91,14,0
ORD-2025-000261-01,ORD-2025-000261,2024-10-21,Honduras,market place,Minorista,,Deportes,Calzado,Nike,SportMax,Valeria Ramos,PayPal,Sin promo,Normal,1.0,2992.91,0.05,1934.8,0.3195,908.423,231.3833,9.0,1,30,5,0
ORD-2024-000262-01,ORD-2024-000262,2024-12-11,Honduras,B2B,Corporativo,5.0,Oficina,Archivo,MetalWorks,Distribuciones Norte,Valeria Ramos,Transferencia,Sin promo,Programado,54.0,3183.95,0.04,2017.47,0.3185,52570.3258,17736.2675,4.0,0,19,5,0
ORD-2024-000262-02,ORD-2024-000262,2024-12-11,Honduras,B2B,Corporativo,5.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,Valeria Ramos,Transferencia,Sin promo,Programado,16.0,227.78,0.1,139.98,0.3185,1044.6902,196.0278,4.0,0,36,21,0
ORD-2024-000262-03,ORD-2024-000262,2024-12-11,Honduras,B2B,Corporativo,5.0,Tecnología,Accesorios,Logitech,GlobalTech,Valeria Ramos,Transferencia,Sin promo,Programado,10.0,1725.95,0.1,1051.89,0.3185,4947.4357,1453.5671,4.0,0,48,14,0
ORD-2025-000263-01,ORD-2025-000263,2024-02-11,Guatemala,MarketPlace,Corporativo,1.0,Hogar,Limpieza,Samsung,CasaPlus,Diego Castillo,Tarjeta,2x1,Normal,3.0,1734.99,0.13,1214.8,1.0124,4584.4751,842.7561,14.0,0,180,5,0
ORD-2024-000264-01,ORD-2024-000264,2024-11-05,Honduras, retail,Minorista,4.0,Tecnología,Accesorios,Redragon,GlobalTech,Ana López,Tarjeta,Cyberweek,Same day,4.0,1519.83,0.28,915.44,0.3171,1387.9817,166.2176,0.0,0,184,5,0
ORD-2025-000265-01,ORD-2025-000265,2025-08-14,Guatemala, wholesale ,Gobierno,4.0,Belleza,Skincare,Nivea,BeautyCorp,Ana López,Efectivo,Lanzamiento,Normal,2.0,119.15,0.08,71.98,0.995,218.1398,-17.108,15.0,1,129,21,0
ORD-2025-000265-02,ORD-2025-000265,2025-08-14,Guatemala, wholesale ,Gobierno,4.0,Tecnología,Accesorios,Logitech,GlobalTech,Ana López,Efectivo,Lanzamiento,Normal,30.0,536.76,0.12,334.16,0.995,14099.6117,4009.0082,15.0,1,176,10,0
ORD-2024-000266-01,ORD-2024-000266,2024-02-19,El Salvador,Ecommerce,Minorista,,Tecnología,Laptops,Lenovo,TecnoMundo,Ana López,Tarjeta,Liquidación,Same day,22.0,776.65,0.18,571.89,7.7642,108782.3894,10962.7088,2.0,0,221,3,0
ORD-2025-000267-01,ORD-2025-000267,2025-05-04,Honduras,MarketPlace,Minorista,4.0,Hogar,Electrodomésticos,Oster,CasaPlus,Carlos Méndez,Transferencia,Sin promo,Normal,1.0,2236.54,0.05,1437.14,0.3123,663.5479,183.8363,6.0,0,211,3,0
ORD-2025-000267-02,ORD-2025-000267,2025-05-04,Honduras,MarketPlace,Minorista,4.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Carlos Méndez,Transferencia,Sin promo,Normal,1.0,4070.06,0.2,2779.79,0.3123,1016.8638,78.7396,6.0,0,109,7,0
ORD-2025-000267-03,ORD-2025-000267,2025-05-04,Honduras,MarketPlace,Minorista,4.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Carlos Méndez,Transferencia,Sin promo,Normal,2.0,8778.82,0.08,6391.57,0.3123,5044.5909,980.275,6.0,0,240,30,0
ORD-2024-000268-01,ORD-2024-000268,2025-11-02,El Salvador,tienda fisica,Premium,2.0,Oficina,Papelería,OfficeLab,Distribuciones Norte,,PayPal,Sin promo,Normal,1.0,21.24,0.12,12.69,7.7546,144.9428,12.9595,14.0,1,61,10,0
ORD-2024-000268-02,ORD-2024-000268,2025-11-02,El Salvador,tienda fisica,Premium,2.0,oficina,Herramientas,OfficeLab,OficinaTotal,,PayPal,Sin promo,Normal,4.0,67.17,0.0,41.0,7.7546,2083.5059,700.7057,14.0,1,212,10,0
ORD-2024-000268-03,ORD-2024-000268,2025-11-02,El Salvador,tienda fisica,Premium,2.0,Deportes,Calzado,Nike,SportMax,,PayPal,Sin promo,Normal,3.0,122.55,0.05,80.88,7.7546,2708.4298,761.3272,14.0,1,235,5,0
ORD-2025-000269-01,ORD-2025-000269,2024-12-28,El Salvador,Empresa,Minorista,,Oficina,Papelería,OfficeLab,Distribuciones Norte,Sofía Herrera,Tarjeta,Descuento volumen,Normal,3.0,21.09,0.1,12.43,7.8734,448.335,105.0548,3.0,1,37,5,0
ORD-2024-000270-01,ORD-2024-000270,2025-04-23,El Salvador,Corporativo,Mayorista,1.0,Deportes,Natación,Speedo,SportMax,Luis Torres,Transferencia,Descuento volumen,Normal,15.0,48.0,0.17,28.87,7.74,4625.424,1135.845,7.0,1,22,21,0
ORD-2024-000270-02,ORD-2024-000270,2025-04-23,El Salvador,Corporativo,Mayorista,1.0,Belleza,Cuidado capilar,Dove,BeautyCorp,Luis Torres,Transferencia,Descuento volumen,Normal,4.0,7.84,0.05,4.85,7.74,230.5901,14.9537,7.0,1,23,21,0
ORD-2025-000271-01,ORD-2025-000271,2024-05-19,Honduras,Ecommerce,Minorista,3.0,Tecnología,Accesorios,Redragon,GlobalTech,,Crédito 30 días,Sin promo,Normal,3.0,1526.48,0.12,880.29,0.3203,1290.7793,347.8897,1.0,0,236,3,0
ORD-2025-000273-01,ORD-2025-000273,2024-07-27,Guatemala,RETAIL,Premium,,Deportes,CICLISMO,Giant,Importadora Sur,José Pérez,PayPal,Sin promo,Normal,2.0,4299.3,0.0,3185.37,0.986,8478.2196,2119.2887,0.0,0,240,21,0
ORD-2025-000273-02,ORD-2025-000273,2024-07-27,Guatemala,RETAIL,Premium,,oficina,Herramientas,OfficeLab,OficinaTotal,José Pérez,PayPal,Sin promo,Normal,3.0,545.76,0.12,315.7,0.986,1420.6351,381.0855,0.0,0,62,14,0
ORD-2024-000274-01,ORD-2024-000274,2024-02-22,Honduras,MarketPlace,Corporativo,2.0,Deportes,Calzado,Nike,SportMax,Luis Torres,PayPal,Sin promo,Normal,8.0,2897.28,0.0,1912.49,0.3205,7428.6259,2413.474,5.0,1,99,3,0
ORD-2024-000274-02,ORD-2024-000274,2024-02-22,Honduras,MarketPlace,Corporativo,2.0,Alimentos,Despensa,Borges,AgroExport,Luis Torres,PayPal,Sin promo,Normal,10.0,286.38,0.15,170.18,0.3205,780.1707,81.2179,5.0,1,198,14,0
ORD-2024-000274-03,ORD-2024-000274,2024-02-22,Honduras,MarketPlace,Corporativo,2.0,Belleza,Fragancias,Armani,Importadora Sur,Luis Torres,PayPal,Sin promo,Normal,66.0,2575.04,0.2,1897.31,0.3205,43575.8569,3178.2774,5.0,1,93,5,0
ORD-2024-000274-04,ORD-2024-000274,2024-02-22,Honduras,MarketPlace,Corporativo,2.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Luis Torres,PayPal,Sin promo,Normal,3.0,8986.52,0.08,6164.71,0.3205,7949.2959,1935.4723,5.0,1,73,14,0
ORD-2025-000275-01,ORD-2025-000275,2024-10-26,Honduras,Empresa,Corporativo,3.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,,PayPal,Sin promo,Normal,4.0,3966.68,0.2,2766.33,0.3116,3955.256,440.5887,9.0,1,4,5,0
ORD-2024-000276-01,ORD-2024-000276,2025-07-30,Guatemala,Online,Minorista,2.0,Tecnología,Laptops,Lenovo,TecnoMundo,María García,Efectivo,Descuento volumen,Normal,1.0,5818.63,0.25,4531.46,0.9897,4319.0236,-244.5326,15.0,1,220,5,1
ORD-2024-000276-02,ORD-2024-000276,2025-07-30,Guatemala,Online,Minorista,2.0,Oficina,Mobiliario,ErgoPro,OficinaTotal,María García,Efectivo,Descuento volumen,Normal,1.0,1623.93,0.23,1078.63,0.9897,1237.5467,142.5525,15.0,1,178,21,1
ORD-2025-000277-01,ORD-2025-000277,2025-04-13,Costa Rica,distribuidor,Mayorista,2.0,Belleza,Skincare,Nivea,BeautyCorp,Carlos Méndez,Tarjeta,Sin promo,Express,20.0,7908.83,0.06,4833.58,0.015,2230.2901,681.3661,-1.0,0,79,7,0
ORD-2024-000278-01,ORD-2024-000278,2025-10-23,Guatemala,Retail,Minorista,1.0,Oficina,Mobiliario,ErgoPro,OficinaTotal,Carlos Méndez,PayPal,Sin promo,Normal,1.0,1707.1,0.03,1102.45,0.995,1647.6076,495.0891,3.0,0,163,30,0
ORD-2025-000279-01,ORD-2025-000279,2024-07-03,Guatemala,RETAIL,Minorista,,Deportes,Wearables,Garmin,SportMax,Diego Castillo,Crédito 60 días,Sin promo,Normal,2.0,3136.59,0.05,2190.43,1.0117,6029.2474,1498.3793,6.0,1,134,5,0
ORD-2025-000279-02,ORD-2025-000279,2024-07-03,Guatemala,RETAIL,Minorista,,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Diego Castillo,Crédito 60 días,Sin promo,Normal,3.0,1262.35,0.1,888.28,1.0117,3448.2226,660.372,6.0,1,13,21,0
ORD-2024-000280-01,ORD-2024-000280,2024-12-10,Guatemala, retail,Minorista,2.0,Alimentos,Snacks,Lindt,Importadora Sur,Valeria Ramos,Efectivo,Bundle,Normal,2.0,144.56,0.13,85.21,1.0137,254.9804,-21.709,11.0,0,168,30,0
ORD-2024-000280-02,ORD-2024-000280,2024-12-10,Guatemala, retail,Minorista,2.0,Hogar,Electrodomésticos,Ninja,CasaPlus,Valeria Ramos,Efectivo,Bundle,Normal,1.0,812.73,0.05,542.63,1.0137,782.6712,163.5134,11.0,0,15,7,0
ORD-2025-000281-01,ORD-2025-000281,2024-05-11,Guatemala,B2B,Gobierno,1.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,Valeria Ramos,Crédito 30 días,Sin promo,Normal,6.0,77.83,0.08,46.69,0.9979,428.7194,107.0463,2.0,1,162,7,0
